CADASTRAR,00000000001,Bruno Rodrigues,1986-03-17
CADASTRAR,00000000002,Carlos Silva,1981-11-16
CADASTRAR,00000000003,Eduardo Santos,1980-11-11
CADASTRAR,00000000004,Daniela Rodrigues,1987-06-11
CADASTRAR,00000000005,Fernanda Costa,1989-12-11
CADASTRAR,00000000006,Bruno Ferreira,1976-07-07
CADASTRAR,00000000007,Daniela Santos,1973-12-09
CADASTRAR,00000000008,Helena Rodrigues,1990-10-15
CADASTRAR,00000000009,Daniela Oliveira,1999-10-09
CADASTRAR,00000000010,Ana Costa,1979-07-12
CADASTRAR,00000000011,Helena Oliveira,1998-03-08
CADASTRAR,00000000012,Ana Costa,1978-06-06
CADASTRAR,00000000013,Fernanda Rodrigues,1974-04-09
CADASTRAR,00000000014,Gabriel Lima,1975-05-06
CADASTRAR,00000000015,Fernanda Costa,1972-08-12
CADASTRAR,00000000016,Carlos Costa,2004-05-07
CADASTRAR,00000000017,Eduardo Silva,1974-08-27
CADASTRAR,00000000018,Daniela Ferreira,2000-09-26
CADASTRAR,00000000019,Ana Silva,2000-05-08
CADASTRAR,00000000020,Fernanda Oliveira,1978-01-13
CADASTRAR,00000000021,Helena Ferreira,1976-06-11
CADASTRAR,00000000022,Ana Lima,1982-03-15
CADASTRAR,00000000023,Gabriel Ferreira,2001-03-10
CADASTRAR,00000000024,Daniela Souza,2002-07-06
CADASTRAR,00000000025,Fernanda Souza,1981-12-22
CADASTRAR,00000000026,Eduardo Ferreira,2003-01-21
CADASTRAR,00000000027,Carlos Souza,1982-11-07
CADASTRAR,00000000028,Helena Ferreira,1974-01-21
CADASTRAR,00000000029,Bruno Ferreira,1997-04-20
CADASTRAR,00000000030,Fernanda Ferreira,2004-05-01
CADASTRAR,00000000031,Ana Silva,1994-08-27
CADASTRAR,00000000032,Eduardo Costa,1992-04-08
CADASTRAR,00000000033,Gabriel Oliveira,1977-04-28
CADASTRAR,00000000034,Carlos Silva,1977-05-27
CADASTRAR,00000000035,Eduardo Rodrigues,1980-03-22
CADASTRAR,00000000036,Fernanda Souza,1970-02-21
CADASTRAR,00000000037,Gabriel Lima,1982-02-18
CADASTRAR,00000000038,Bruno Rodrigues,2004-06-14
CADASTRAR,00000000039,Gabriel Costa,1976-06-06
CADASTRAR,00000000040,Eduardo Rodrigues,2003-02-20
CADASTRAR,00000000041,Fernanda Souza,1999-11-06
CADASTRAR,00000000042,Eduardo Silva,1971-10-09
CADASTRAR,00000000043,Gabriel Souza,2004-09-25
CADASTRAR,00000000044,Daniela Silva,1981-06-25
CADASTRAR,00000000045,Ana Santos,1983-03-27
CADASTRAR,00000000046,Fernanda Lima,1989-03-21
CADASTRAR,00000000047,Ana Ferreira,1994-02-25
CADASTRAR,00000000048,Daniela Ferreira,2001-07-11
CADASTRAR,00000000049,Daniela Costa,1981-01-26
CADASTRAR,00000000050,Bruno Souza,2004-09-10
CADASTRAR,00000000051,Fernanda Costa,2002-09-07
CADASTRAR,00000000052,Fernanda Oliveira,1981-12-12
CADASTRAR,00000000053,Carlos Silva,1980-05-14
CADASTRAR,00000000054,Helena Souza,1970-05-15
CADASTRAR,00000000055,Helena Rodrigues,1985-03-21
CADASTRAR,00000000056,Ana Costa,1975-11-12
CADASTRAR,00000000057,Ana Oliveira,1970-01-05
CADASTRAR,00000000058,Ana Ferreira,1986-06-14
CADASTRAR,00000000059,Gabriel Rodrigues,1972-08-10
CADASTRAR,00000000060,Carlos Lima,1977-09-15
CADASTRAR,00000000061,Daniela Rodrigues,1991-11-05
CADASTRAR,00000000062,Ana Ferreira,1998-07-11
CADASTRAR,00000000063,Carlos Souza,1970-03-13
CADASTRAR,00000000064,Eduardo Lima,1992-01-08
CADASTRAR,00000000065,Gabriel Costa,1984-02-03
CADASTRAR,00000000066,Gabriel Silva,2001-12-05
CADASTRAR,00000000067,Daniela Ferreira,2004-12-05
CADASTRAR,00000000068,Daniela Silva,1987-04-15
CADASTRAR,00000000069,Eduardo Lima,1977-04-21
CADASTRAR,00000000070,Daniela Silva,1982-04-12
CADASTRAR,00000000071,Daniela Oliveira,1976-04-23
CADASTRAR,00000000072,Eduardo Santos,1971-06-03
CADASTRAR,00000000073,Eduardo Costa,1983-04-07
CADASTRAR,00000000074,Gabriel Silva,2004-08-12
CADASTRAR,00000000075,Helena Oliveira,2005-01-26
CADASTRAR,00000000076,Gabriel Costa,1982-09-22
CADASTRAR,00000000077,Bruno Ferreira,1996-06-03
CADASTRAR,00000000078,Fernanda Souza,1985-05-04
CADASTRAR,00000000079,Eduardo Oliveira,1983-12-28
CADASTRAR,00000000080,Helena Santos,1971-03-22
CADASTRAR,00000000081,Eduardo Rodrigues,1986-09-09
CADASTRAR,00000000082,Helena Ferreira,1973-04-09
CADASTRAR,00000000083,Helena Santos,1973-08-19
CADASTRAR,00000000084,Helena Costa,1985-03-20
CADASTRAR,00000000085,Eduardo Souza,2003-03-09
CADASTRAR,00000000086,Daniela Santos,1997-08-08
CADASTRAR,00000000087,Gabriel Santos,1973-07-20
CADASTRAR,00000000088,Ana Souza,1972-05-03
CADASTRAR,00000000089,Daniela Silva,2002-01-19
CADASTRAR,00000000090,Fernanda Santos,1994-08-04
CADASTRAR,00000000091,Bruno Silva,1989-02-16
CADASTRAR,00000000092,Carlos Santos,1972-11-13
CADASTRAR,00000000093,Eduardo Ferreira,1981-10-08
CADASTRAR,00000000094,Eduardo Santos,1987-05-17
CADASTRAR,00000000095,Bruno Santos,1973-11-08
CADASTRAR,00000000096,Gabriel Lima,2003-01-08
CADASTRAR,00000000097,Carlos Santos,2003-08-12
CADASTRAR,00000000098,Gabriel Lima,1975-12-14
CADASTRAR,00000000099,Ana Rodrigues,1991-12-17
CADASTRAR,00000000100,Eduardo Souza,1987-05-09
ENTRADA,00000000009,1
ENTRADA,00000000099,2
CADASTRAR,00000000103,Gabriel Oliveira,1993-01-28
CHAMAR
ENTRADA,00000000004,1
ENTRADA,00000000045,2
BUSCAR,00000000012
ENTRADA,00000000032,3
ENTRADA,00000000093,1
CADASTRAR,00000000110,Helena Silva,1987-03-04
ENTRADA,00000000055,1
CADASTRAR,00000000112,Bruno Costa,1981-12-17
BUSCAR,00000000020
CADASTRAR,00000000114,Ana Ferreira,1989-09-15
DESISTIR,00000000032
BUSCAR,00000000055
CADASTRAR,00000000117,Fernanda Souza,1996-10-03
TAMANHO
BUSCAR,00000000036
CHAMAR
BUSCAR,00000000079
ENTRADA,00000000075,3
ENTRADA,00000000035,3
BUSCAR,00000000086
CHAMAR
CADASTRAR,00000000126,Eduardo Silva,1975-12-05
CADASTRAR,00000000127,Bruno Oliveira,1985-11-20
ENTRADA,00000000040,2
CADASTRAR,00000000129,Helena Souza,2005-07-20
CHAMAR
DESISTIR,00000000035
CADASTRAR,00000000132,Daniela Oliveira,2000-02-02
BUSCAR,00000000094
DESISTIR,00000000040
BUSCAR,00000000021
DESISTIR,00000000075
BUSCAR,00000000077
CADASTRAR,00000000138,Helena Oliveira,1970-04-12
CADASTRAR,00000000139,Gabriel Lima,1978-03-21
RELATORIO
BUSCAR,00000000033
CADASTRAR,00000000142,Helena Silva,1985-08-26
ENTRADA,00000000007,2
TAMANHO
CADASTRAR,00000000145,Carlos Lima,1984-06-20
CADASTRAR,00000000146,Fernanda Ferreira,1989-09-28
CADASTRAR,00000000147,Daniela Oliveira,1984-05-24
BUSCAR,00000000039
ENTRADA,00000000127,3
CHAMAR
ENTRADA,00000000100,3
ENTRADA,00000000050,2
CADASTRAR,00000000153,Ana Rodrigues,1973-05-17
BUSCAR,00000000042
BUSCAR,00000000068
CHAMAR
RELATORIO
BUSCAR,00000000098
ENTRADA,00000000006,2
ENTRADA,00000000017,3
BUSCAR,00000000044
BUSCAR,00000000127
ENTRADA,00000000015,3
